depdelay,arrdelay,scheduleddepartdatetime,origin,dest,uniquecarrier,marketshareorigin,marketsharedest,hhiorigin,hhidest,nonhubairportorigin,smallhubairportorigin,mediumhubairportorigin,largehubairportorigin,nonhubairportdest,smallhubairportdest,mediumhubairportdest,largehubairportdest,nonhubairlineorigin,smallhubairlineorigin,mediumhubairlineorigin,largehubairlineorigin,nonhubairlinedest,smallhubairlinedest,mediumhubairlinedest,largehubairlinedest,year,month,dayofmonth,dayofweek,scheduledhour,originairportid,destairportid,tailnum,capacity,loadfactor,numflights,origincityname,originstate,distance,monopolyroute,temperature,temp_ninfty_n10,temp_n10_0,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_40_infty,windspeed,windspeedsquare,windgustdummy,windgustspeed,raindummy,raintracedummy,snowdummy,snowtracedummy,originmetropop,originmetrogdppercapita,destmetropop,destmetrogdppercapita
-5,-5,18-Jan-2004 21:00:00,IAH,AEX,XE,.37631497,.51778656,.33230445,.5006327,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2004,1,18,7,21,12266,10185,N11526,37,.55288148,18.440001,"Houston, TX",TX,190,1,6.065,0,0,1,0,0,0,0,12.7,161.29,0,0,0,1,0,0,5190444,53535.344,146360,27500.684
5,6,23-Jan-2004 20:30:00,LAX,ELP,WN,.17102595,.61846691,.1367489,.41708991,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2004,1,23,5,20,12892,11540,N618,11,.34668252,19.591999,"Los Angeles, CA",CA,714,1,13.5,0,0,0,1,0,0,0,4.33333333333333,18.7777777777778,0,0,0,0,0,0,12764590,49943.961,702433,27314.633
5,2,06-Jan-2004 06:50:00,CPR,DEN,OO,1,.19614477,1,.36196595,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2004,1,6,2,6,11122,11292,N189SW,32,.49977168,19.322001,"Casper, WY",WY,230,1,-17.175,1,0,0,0,0,0,0,12.95,167.7025,0,0,0,0,0,0,68659,50632.836,2321712,52610.918
76,84,09-Jan-2004 19:56:00,RSW,ATL,FL,.11659664,.13532631,.13539276,.31958899,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2004,1,9,5,19,14635,10397,N920AT,100,.70133722,19.615999,"Fort Myers, FL",FL,515,0,19.8636363636364,0,0,0,1,0,0,0,5.13636363636364,26.3822314049587,0,0,1,0,0,0,512180,37837.285,4802300,49081.773
1,12,23-Jan-2004 20:45:00,SLC,HLN,OO,.5068993,.43137255,.34176266,.36721453,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2004,1,23,5,20,14869,12156,N441SW,55,.51232558,19.591999,"Salt Lake City, UT",UT,402,0,-10.425,1,0,0,0,0,0,0,1.5,2.25,0,0,0,0,0,0,1030597,45043.602,81681,28660.275
-4,-27,06-Jan-2004 23:55:00,HNL,SLC,DL,.052835505,.26804951,.43567115,.34176266,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2004,1,6,2,23,12173,14869,N839MH,300,.75608379,19.322001,"Honolulu, HI",HI,2994,1,19.98,0,0,0,1,0,0,0,5.96666666666667,35.6011111111111,0,0,0,0,0,0,894406,53602.539,1030597,45043.602
32,66,27-Jan-2004 09:10:00,CLE,ATL,XE,.50947803,.0047447169,.304649,.31958899,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2004,1,27,2,9,11042,10397,N13958,55,.6556679,19.219999,"Cleveland, OH",OH,554,0,1.7,0,0,1,0,0,0,0,15.5333333333333,241.284444444444,0,0,1,0,0,0,2128958,46013.074,4802300,49081.773
4,-7,21-Jan-2004 12:49:00,ATL,JFK,EV,.20416836,.0191036,.31958899,.21435742,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2004,1,21,3,12,10397,12478,N872AS,55,.76811594,19.254999,"Atlanta, GA",GA,760,0,8.95333333333333,0,0,1,0,0,0,0,5.06666666666667,25.6711111111111,0,0,0,0,0,0,4802300,49081.773,18747431,57295.402
-5,9,09-Jan-2004 10:30:00,JFK,RSW,B6,.38618663,.086659662,.21435742,.13539276,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2004,1,9,5,10,12478,14635,N547JB,200,.83488733,19.615999,"New York, NY",NY,1074,1,-7.975,0,1,0,0,0,0,0,21.3,453.69,1,28.7,0,0,0,0,18747431,57295.402,512180,37837.285
-5,-5,16-Jan-2004 08:10:00,ATL,PHF,FL,.13532631,.50456619,.31958899,.50004172,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,16,5,8,10397,14098,N997AT,100,.59794033,19.593,"Atlanta, GA",GA,508,0,0.193333333333333,0,0,1,0,0,0,0,5.56666666666667,30.9877777777778,0,0,0,0,0,0,4802300,49081.773,1651753,39738.266
-7,-11,09-Jan-2004 16:50:00,SLC,EWR,DL,.26804951,.05390349,.34176266,.24937698,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2004,1,9,5,16,14869,11618,N3764D,189,.56211376,19.615999,"Salt Lake City, UT",UT,1968,0,-7.61428571428571,0,1,0,0,0,0,0,7.46428571428571,55.7155612244898,0,0,0,0,0,0,1030597,45043.602,18747431,57295.402
0,-15,10-Jan-2004 17:45:00,ABQ,DEN,OO,.09073171,.19614477,.38157108,.36196595,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2004,1,10,6,17,10140,11292,N924SW,55,.62800002,16.761,"Albuquerque, NM",NM,349,0,9.175,0,0,1,0,0,0,0,0.75,0.5625,0,0,0,0,0,0,780865,44263.223,2321712,52610.918
14,16,22-Jan-2004 11:41:00,PHX,LAX,OO,.028571429,.21012948,.29817489,.1367489,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2004,1,22,4,11,14107,12892,N962SW,55,.7661798,19.548,"Phoenix, AZ",AZ,370,0,15.5616666666667,0,0,0,1,0,0,0,15.3166666666667,234.600277777778,0,0,0,0,0,0,3723359,40701.473,12764590,49943.961
30,46,15-Jan-2004 14:45:00,SLC,RNO,OO,.5068993,.17649296,.34176266,.27736381,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2004,1,15,4,14,14869,14570,N432SW,55,.74212521,19.555,"Salt Lake City, UT",UT,422,0,-6.7,0,1,0,0,0,0,0,6.75,45.5625,0,0,0,0,0,0,1030597,45043.602,385049,49079.727
21,22,25-Jan-2004 17:30:00,FLL,BWI,FL,.074990764,.10040533,.12813057,.32528204,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,25,7,17,11697,10821,N991AT,100,.79514748,18.465,"Fort Lauderdale, FL",FL,925,0,21.7516666666667,0,0,0,0,1,0,0,9.38333333333333,88.0469444444444,0,0,0,0,0,0,5362678,41555.992,2638066,45261.605
-5,-20,31-Jan-2004 20:20:00,ATL,AUS,DL,.5007568,.062594041,.31958899,.24096847,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2004,1,31,6,20,10397,10423,N918DE,142,.60676807,16.697001,"Atlanta, GA",GA,813,0,6.21,0,0,1,0,0,0,0,6.9,47.61,0,0,0,0,0,0,4802300,49081.773,1418999,44972.688
-4,2,26-Jan-2004 06:30:00,SJC,PDX,AS,.067639254,.27119008,.21355829,.17462391,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2004,1,26,1,6,14831,14057,N792AS,149,.52939391,19.540001,"San Jose, CA",CA,569,0,6.27833333333333,0,0,1,0,0,0,0,1.85,3.4225,0,0,0,0,0,0,1724074,72193.016,2052776,47169.785
4,22,03-Jan-2004 11:35:00,ATL,LAX,DL,.5007568,.059331287,.31958899,.1367489,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2004,1,3,6,11,10397,12892,N831MH,300,.77296287,17.257999,"Atlanta, GA",GA,1946,1,16.8823529411765,0,0,0,1,0,0,0,7.76470588235294,60.2906574394464,0,0,0,0,0,0,4802300,49081.773,12764590,49943.961
13,2,07-Jan-2004 16:20:00,ATL,PHX,DL,.5007568,.023389356,.31958899,.29817489,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2004,1,7,3,16,10397,14107,N751AT,178,.70797867,19.256001,"Atlanta, GA",GA,1587,0,1.975,0,0,1,0,0,0,0,10.3,106.09,0,0,0,0,0,0,4802300,49081.773,3723359,40701.473
-6,1,11-Jan-2004 17:05:00,TPA,JFK,B6,.040447503,.38618663,.15947269,.21435742,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,11,7,17,15304,12478,N568JB,200,.76985109,18.514,"Tampa, FL",FL,1005,0,15.76,0,0,0,1,0,0,0,8.2,67.24,0,0,0,0,0,0,2578104,37131.785,18747431,57295.402
-2,12,26-Jan-2004 17:45:00,IAH,PHX,CO,.43008307,.02254902,.33230445,.29817489,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2004,1,26,1,17,12266,14107,N71411,191,.8914181,19.540001,"Houston, TX",TX,1009,0,18.2666666666667,0,0,0,1,0,0,0,21.1333333333333,446.617777777778,1,29.2666666666667,0,0,0,0,5190444,53535.344,3723359,40701.473
41,22,30-Jan-2004 17:55:00,ATL,CAE,EV,.20416836,.23568702,.31958899,.24679142,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2004,1,30,5,17,10397,10868,N707EV,80,.68632752,19.586,"Atlanta, GA",GA,191,0,8.87,0,0,1,0,0,0,0,10.1333333333333,102.684444444444,0,0,0,0,0,0,4802300,49081.773,685098,38117.613
0,-19,11-Jan-2004 09:50:00,PHX,IAH,XE,.0021008404,.37631497,.29817489,.33230445,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2004,1,11,7,9,14107,12266,N17108,55,.86733335,18.514,"Phoenix, AZ",AZ,1009,0,19.3,0,0,0,1,0,0,0,11.6666666666667,136.111111111111,0,0,0,0,0,0,3723359,40701.473,5190444,53535.344
3,7,21-Jan-2004 18:00:00,ATL,MIA,DL,.5007568,.066203952,.31958899,.42799634,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2004,1,21,3,18,10397,13303,N175DZ,330,.70892781,19.254999,"Atlanta, GA",GA,595,0,9.14333333333333,0,0,1,0,0,0,0,6.53333333333333,42.6844444444444,0,0,0,0,0,0,4802300,49081.773,5362678,41555.992
-8,-11,12-Jan-2004 13:20:00,PVD,EWR,XE,.08400169,.34068263,.19237028,.24937698,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,12,1,13,14307,11618,N12563,55,.64680296,19.575001,"Providence, RI",RI,160,0,-0.364705882352941,0,1,0,0,0,0,0,5.6078431372549,31.4479046520569,0,0,0,0,0,1,1616874,36810.352,18747431,57295.402
0,10,02-Jan-2004 07:07:00,TYS,DFW,OO,.0051948051,.032326337,.1734038,.29612559,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2004,1,2,5,7,15412,11298,N441SW,55,.80666667,19.056,"Knoxville, TN",TN,772,0,8.23396226415094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648530,43522.426,5689982,50588.563
5,0,29-Jan-2004 09:10:00,MDW,PHX,WN,.50480324,.37121847,.36455214,.29817489,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2004,1,29,4,9,13232,14107,N751,2,.7514568,19.545,"Chicago, IL",IL,1444,0,-17.7,1,0,0,0,0,0,0,8,64,0,0,0,0,0,1,9332090,49360.027,3723359,40701.473
-7,-4,31-Jan-2004 15:34:00,DTW,STL,NW,.75389147,.078403853,.5751099,.23523068,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2004,1,31,6,15,11433,15016,N763NC,139,.63734424,16.697001,"Detroit, MI",MI,440,0,-7.4,0,1,0,0,0,0,0,12,144,0,0,0,0,0,0,4498311,45493.832,2759153,41982.703
36,39,06-Jan-2004 19:30:00,MIA,LAS,AA,.64157325,.060914502,.42799634,.24511847,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2004,1,6,2,19,13303,12889,N622AA,178,.67447156,19.322001,"Miami, FL",FL,2175,0,23.0830188679245,0,0,0,0,1,0,0,7.86792452830189,61.9042363830545,0,0,0,0,0,0,5362678,41555.992,1646875,45042.156
5,-2,02-Jan-2004 18:55:00,BNA,FLL,WN,.50592011,.20022164,.28433132,.12813057,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2004,1,2,5,18,10693,11697,N430,2,.64673913,19.056,"Nashville, TN",TN,793,1,17.2,0,0,0,1,0,0,0,7.03333333333333,49.4677777777778,1,15.4666666666667,0,0,0,0,1416452,48838.293,5362678,41555.992
0,-9,26-Jan-2004 12:50:00,MSY,MCO,WN,.38595319,.22983776,.19665706,.12420831,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2004,1,26,1,12,13495,13204,N742,2,.52004367,19.540001,"New Orleans, LA",LA,550,1,18,0,0,0,1,0,0,0,0.15,0.0225,0,0,0,1,0,0,1314721,48848.234,1866597,43823.492
-3,1,16-Jan-2004 08:00:00,DCA,RSW,FL,.020429822,.11659664,.13912898,.13539276,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2004,1,16,5,8,11278,14635,N928AT,100,.50427353,19.593,"Washington, DC",VA,892,0,-9.235,0,1,0,0,0,0,0,15.45,238.7025,1,23.45,0,0,0,0,5158524,64237.813,512180,37837.285
3,18,19-Jan-2004 14:37:00,IAH,LGA,CO,.43008307,.029830895,.33230445,.12903389,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2004,1,19,1,14,12266,12953,N17620,149,.61682034,19.539,"Houston, TX",TX,1416,1,10.44,0,0,0,1,0,0,0,5.8,33.64,1,0,0,0,0,0,5190444,53535.344,18747431,57295.402
0,-1,26-Jan-2004 12:00:00,RNO,SLC,OO,.17649296,.5068993,.27736381,.34176266,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,26,1,12,14570,14869,N463SW,55,.70741785,19.540001,"Reno, NV",NV,422,0,2.2,0,0,1,0,0,0,0,6,36,0,0,0,0,0,0,385049,49079.727,1030597,45043.602
30,30,09-Jan-2004 18:45:00,ATL,MCO,FL,.13532631,.09005408,.31958899,.12420831,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2004,1,9,5,18,10397,13204,N988AT,100,.69232637,19.615999,"Atlanta, GA",GA,403,0,3.04,0,0,1,0,0,0,0,13.4666666666667,181.351111111111,1,0,0,0,0,0,4802300,49081.773,1866597,43823.492
0,0,16-Jan-2004 17:45:00,SMF,SAN,WN,.54969418,.34039882,.33639988,.169719,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2004,1,16,5,17,14893,14679,N316,2,.55552161,19.593,"Sacramento, CA",CA,480,1,8,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,2004144,44124.023,2935672,52721.219
-3,-1,05-Jan-2004 19:30:00,BOS,LGA,DL,.15184125,.18117043,.11621226,.12903389,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,5,1,19,10721,12953,N3734B,189,.46790352,19.804001,"Boston, MA",MA,185,0,2.8,0,0,1,0,0,0,0,13.8888888888889,192.901234567901,0,0,1,0,0,0,4456479,59670.695,18747431,57295.402
0,21,06-Jan-2004 20:00:00,DEN,FAT,OO,.19614477,.74385965,.36196595,.59698987,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,6,2,20,11292,11638,N959SW,55,.78488886,19.322001,"Denver, CO",CO,844,1,-12.27,1,0,0,0,0,0,0,10.95,119.9025,0,0,0,0,0,0,2321712,52610.918,857162,31138.688
0,-15,22-Jan-2004 15:40:00,DFW,MOB,EV,.14746544,.42465752,.29612559,.35044098,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2004,1,22,4,15,11298,13422,N706EV,80,.39704141,19.548,"Dallas/Fort Worth, TX",TX,540,1,15.47,0,0,0,1,0,0,0,6.56666666666667,43.1211111111111,0,0,0,0,0,0,5689982,50588.563,397521,33335.598
0,-14,09-Jan-2004 10:40:00,DEN,BIS,OO,.19614477,.33513513,.36196595,.55436087,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,9,5,10,11292,10627,N909SW,55,.71770489,19.615999,"Denver, CO",CO,517,1,7.82666666666667,0,0,1,0,0,0,0,10.7833333333333,116.280277777778,0,0,0,0,0,0,2321712,52610.918,97734,38430.844
-7,-6,23-Jan-2004 08:54:00,SAT,DFW,AA,.16733313,.47875065,.22687793,.29612559,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2004,1,23,5,8,14683,11298,N517AA,2,.72940463,19.591999,"San Antonio, TX",TX,247,0,12.21,0,0,0,1,0,0,0,3.03333333333333,9.20111111111111,0,0,0,1,0,0,1843927,35005.234,5689982,50588.563
-5,-18,01-Jan-2004 17:50:00,FLL,IAH,CO,.07462135,.43008307,.12813057,.33230445,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,1,4,17,11697,12266,N17128,178,.85787797,17.209,"Fort Lauderdale, FL",FL,965,1,23.355,0,0,0,0,1,0,0,10,100,0,0,0,1,0,0,5362678,41555.992,5190444,53535.344
0,3,30-Jan-2004 09:25:00,ATL,PNS,FL,.13532631,.05308219,.31958899,.2330761,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,30,5,9,10397,14193,N951AT,100,.46260685,19.586,"Atlanta, GA",GA,272,0,6.68666666666667,0,0,1,0,0,0,0,10,100,0,0,0,1,0,0,4802300,49081.773,440052,27537.654
-6,-11,22-Jan-2004 08:20:00,BWI,IAH,CO,.028372901,.43008307,.32528204,.33230445,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,22,4,8,10821,12266,N14115,178,.7541582,19.548,"Baltimore, MD",MD,1235,1,-2.36666666666667,0,1,0,0,0,0,0,7.60606060606061,57.852157943067,0,0,0,0,0,0,2638066,45261.605,5190444,53535.344
0,-5,06-Jan-2004 19:25:00,BHM,SDF,WN,.42508143,.28600407,.23779149,.16325977,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2004,1,6,2,19,10599,14730,N684,1,.52860254,19.322001,"Birmingham, AL",AL,323,1,-3.06666666666667,0,1,0,0,0,0,0,6.4,40.96,0,0,0,0,0,0,1081705,42353.414,1200010,39731.336
0,-5,10-Jan-2004 18:15:00,LAS,IND,WN,.4287504,.13946423,.24511847,.09947855,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2004,1,10,6,18,12889,12339,N728,6,.55274314,16.761,"Las Vegas, NV",NV,1591,0,13.2,0,0,0,1,0,0,0,5.75,33.0625,0,0,0,0,0,0,1646875,45042.156,1622935,54711.188
2,16,07-Jan-2004 09:25:00,IAH,OKC,XE,.37631497,.067532465,.33230445,.14710906,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2004,1,7,3,9,12266,13851,N11535,55,.75358492,19.256001,"Houston, TX",TX,395,0,3.88666666666667,0,0,1,0,0,0,0,8.06666666666667,65.0711111111111,0,0,0,0,0,0,5190444,53535.344,1140779,38853.098
0,-6,05-Jan-2004 07:30:00,PHX,ELP,WN,.37121847,.61846691,.29817489,.41708991,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,5,1,7,14107,11540,N626,7,.41431874,19.804001,"Phoenix, AZ",AZ,347,0,2.5,0,0,1,0,0,0,0,1.5,2.25,0,0,0,0,0,0,3723359,40701.473,702433,27314.633
0,3,17-Jan-2004 11:25:00,SLC,MCI,WN,.10166474,.40507859,.34176266,.20534758,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2004,1,17,6,11,14869,13198,N660,17,.51216543,16.709999,"Salt Lake City, UT",UT,919,0,-5.6,0,1,0,0,0,0,0,6.16666666666667,38.0277777777778,0,0,0,0,0,1,1030597,45043.602,1935840,42934.125
6,17,03-Jan-2004 18:30:00,BNA,ATL,DL,.04675898,.5007568,.28433132,.31958899,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2004,1,3,6,18,10693,10397,N943DL,142,.56907052,17.257999,"Nashville, TN",TN,214,0,21.0433962264151,0,0,0,0,1,0,0,11.4339622641509,130.735493058028,1,12.4528301886792,0,1,0,0,1416452,48838.293,4802300,49081.773
1,-4,13-Jan-2004 15:30:00,IAH,SAT,CO,.43008307,.091356508,.33230445,.22687793,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2004,1,13,2,15,12266,14683,N16806,172,.68394154,19.242001,"Houston, TX",TX,191,0,19.2083333333333,0,0,0,1,0,0,0,5,25,0,0,0,0,0,0,5190444,53535.344,1843927,35005.234
0,-3,22-Jan-2004 18:15:00,ABQ,MCI,WN,.59642279,.40507859,.38157108,.20534758,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2004,1,22,4,18,10140,13198,N677,1,.46466491,19.548,"Albuquerque, NM",NM,718,1,5.6,0,0,1,0,0,0,0,4,16,0,0,0,0,0,0,780865,44263.223,1935840,42934.125
55,55,16-Jan-2004 12:40:00,BUR,SFO,OO,.092834607,.26599514,.48352718,.22755489,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,16,5,12,10800,14771,N934SW,55,.62911767,19.593,"Burbank, CA",CA,326,0,16.7833333333333,0,0,0,1,0,0,0,3.43333333333333,11.7877777777778,0,0,0,0,0,0,12764590,49943.961,4143522,64955.418
-8,-6,23-Jan-2004 12:36:00,ATL,CAK,FL,.13532631,.39265537,.31958899,.4202536,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,23,5,12,10397,10874,N996AT,100,.52125579,19.591999,"Atlanta, GA",GA,528,0,5.405,0,0,1,0,0,0,0,13.2833333333333,176.446944444444,0,0,0,0,0,0,4802300,49081.773,700587,36796.859
15,-2,27-Jan-2004 16:20:00,PHX,ABQ,WN,.37121847,.59642279,.29817489,.38157108,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2004,1,27,2,16,14107,10140,N679,1,.59176219,19.219999,"Phoenix, AZ",AZ,328,0,16.0642857142857,0,0,0,1,0,0,0,1.92857142857143,3.71938775510204,0,0,0,0,0,0,3723359,40701.473,780865,44263.223
-2,-2,30-Jan-2004 08:20:00,SLC,ORD,UA,.027597258,.30666706,.34176266,.22355977,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,30,5,8,14869,13930,N922UA,149,.80482274,19.586,"Salt Lake City, UT",UT,1249,0,2.96666666666667,0,0,1,0,0,0,0,15.3333333333333,235.111111111111,0,0,0,0,0,0,1030597,45043.602,9332090,49360.027
0,-10,20-Jan-2004 14:50:00,MAF,LAS,WN,.58456975,.4287504,.42808336,.24511847,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,20,2,14,13158,12889,N675,1,.47421709,19.246,"Midland/Odessa, TX",TX,796,1,14.915,0,0,0,1,0,0,0,4.75,22.5625,0,0,0,0,0,0,119145,92839.82,1646875,45042.156
-1,0,24-Jan-2004 15:55:00,TUS,SEA,AS,.019745223,.43572426,.19408658,.23471189,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2004,1,24,6,15,15376,14747,N968AS,353,.72642857,16.849001,"Tucson, AZ",AZ,1216,1,13.3,0,0,0,1,0,0,0,13,169,0,0,0,0,0,0,924205,30172.094,3163703,57755.547
1,11,08-Jan-2004 11:29:00,ATL,DFW,DL,.5007568,.060897764,.31958899,.29612559,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2004,1,8,4,11,10397,11298,N139DL,330,.64479011,19.579,"Atlanta, GA",GA,732,0,2.36,0,0,1,0,0,0,0,1.2,1.44,0,0,0,0,0,0,4802300,49081.773,5689982,50588.563
0,-4,11-Jan-2004 12:40:00,ATL,LGA,FL,.13532631,.037716132,.31958899,.12903389,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2004,1,11,7,12,10397,12953,N980AT,100,.65298414,18.514,"Atlanta, GA",GA,761,0,5.415,0,0,1,0,0,0,0,3.91666666666667,15.3402777777778,0,0,0,0,0,0,4802300,49081.773,18747431,57295.402
-5,-8,29-Jan-2004 06:00:00,MFE,IAH,CO,.54887217,.43008307,.50477695,.33230445,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2004,1,29,4,6,13256,12266,N17229,149,.72835273,19.545,"Mission/McAllen/Edinburg, TX",TX,316,1,15.6583333333333,0,0,0,1,0,0,0,8.76666666666667,76.8544444444444,0,0,0,0,0,0,646523,17239.758,5190444,53535.344
0,13,30-Jan-2004 17:10:00,DEN,BUR,OO,.19614477,.092834607,.36196595,.48352718,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,30,5,17,11292,10800,N923SW,55,.87377048,19.586,"Denver, CO",CO,850,0,6.57735849056604,0,0,1,0,0,0,0,10,100,0,0,0,0,0,0,2321712,52610.918,12764590,49943.961
-4,-15,21-Jan-2004 11:25:00,MSY,PHL,US,.074024528,.5696739,.19665706,.3455205,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2004,1,21,3,11,13495,14100,N123UW,182,.65552199,19.254999,"New Orleans, LA",LA,1088,1,11.5333333333333,0,0,0,1,0,0,0,5.7,32.49,0,0,0,0,0,0,1314721,48848.234,5822876,49266.84
-7,-7,24-Jan-2004 17:30:00,JFK,MCO,DL,.13196179,.16247354,.21435742,.12420831,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,24,6,17,12478,13204,N697DL,178,.5705995,16.849001,"New York, NY",NY,944,0,-6.895,0,1,0,0,0,0,0,26.6,707.56,1,36.55,0,0,0,0,18747431,57295.402,1866597,43823.492
0,-5,25-Jan-2004 09:25:00,SJC,LAX,WN,.39295188,.17102595,.21355829,.1367489,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2004,1,25,7,9,14831,12892,N750,4,.42472759,18.465,"San Jose, CA",CA,308,0,9.16666666666667,0,0,1,0,0,0,0,11.1333333333333,123.951111111111,0,0,0,0,0,0,1724074,72193.016,12764590,49943.961
14,17,21-Jan-2004 18:53:00,LGA,TPA,DL,.18117043,.16437177,.12903389,.15947269,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2004,1,21,3,18,12953,15304,N648DL,178,.5563885,19.254999,"New York, NY",NY,1011,0,-3.33666666666667,0,1,0,0,0,0,0,12.9666666666667,168.134444444444,0,0,0,0,0,0,18747431,57295.402,2578104,37131.785
-4,-8,05-Jan-2004 14:40:00,IAH,COS,XE,.37631497,.13668342,.33230445,.22319335,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2004,1,5,1,14,12266,11109,N13550,55,.6337226,19.804001,"Houston, TX",TX,809,0,7.8,0,0,1,0,0,0,0,14.2166666666667,202.113611111111,0,0,0,1,0,0,5190444,53535.344,579810,36836.379
5,7,15-Jan-2004 15:40:00,DAL,LIT,WN,.93969852,.29310346,.88666952,.20033483,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2004,1,15,4,15,11259,12992,N670,1,.41140056,19.555,"Dallas, TX",TX,296,1,15.9916666666667,0,0,0,1,0,0,0,9.21666666666667,84.9469444444444,0,0,0,1,0,0,5689982,50588.563,637233,39904.086
0,-15,23-Jan-2004 15:00:00,ATL,DFW,DL,.5007568,.060897764,.31958899,.29612559,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2004,1,23,5,15,10397,11298,N986DL,142,.64479011,19.591999,"Atlanta, GA",GA,732,0,8.42833333333333,0,0,1,0,0,0,0,12.4166666666667,154.173611111111,0,0,0,0,0,0,4802300,49081.773,5689982,50588.563
